"USERNAME","BUILD_TYPE","ORACLE_PROVIDED","PROFILE","TEMPORARY_TSPACE","DEFAULT_TSPACE","TS_QUOTA","NOTES"
"ODBCAPTURE","grbsrc","N",,,"USERS","512M","Oracle Database Source Code Capture Application"
